201607262					
tv	active	INTELSAT 16	36397	1 36397U 10006A   16202.25362633 -.00000290  00000-0  00000+0 0  9997	2 36397   0.0544 266.9068 0001953 205.2692 219.4708  1.00268938 23445
TV	active	Echostar 14	36499	1 36499U 10010A   16201.38084933 -.00000004  00000-0  00000+0 0  9995	2 36499   0.0205  54.9373 0002850  62.2815 198.5895  1.00270457 23231
TV	active	Astra 3B	36581	1 36581U 10021A   16201.79369345 +.00000132 +00000-0 +00000-0 0  9999	2 36581 000.0505 336.4760 0002821 151.4748 119.2463 01.00273346022586
TV	active	Badr 5	36592	1 36592U 10025A   16201.22024209  .00000141  00000-0  00000+0 0  9999	2 36592   0.0199 107.1598 0004227  30.3290 265.2058  1.00273348 22605
TV	active	Arabsat 5A	36745	1 36745U 10032B   16201.79386877 +.00000148 +00000-0 +00000-0 0  9999	2 36745 000.0503 009.1640 0003045 105.0877 140.0104 01.00270375022363
TV	active	Echostar 15	36792	1 36792U 10034A   16202.37430405 -.00000287  00000-0  00000+0 0  9999	2 36792   0.0202 338.3016 0002754 144.5344 248.8338  1.00269819 22118
TV	active	Rascom 1R	36831	1 36831U 10037B   16201.16603522 +.00000014 +00000-0 +00000-0 0  9992	2 36831 000.0177 060.8324 0004285 062.7193 236.4861 01.00271098022011
TV	active	XM 5	37185	1 37185U 10053A   16201.30882730 -.00000209  00000-0  00000+0 0  9995	2 37185   0.0239  51.0152 0000930 352.6102 279.8791  1.00269540 21143
TV	active	BSat 3B	37207	1 37207U 10056B   16200.75403610 -.00000354  00000-0  00000+0 0  9998	2 37207   0.0648 316.9981 0000644  59.5698 301.7191  1.00271275 20977
TV	active	Eutelsat KA-SAT 9A	37258	1 37258U 10069A   16201.14916909  .00000058  00000-0  00000+0 0  9992	2 37258   0.0507 288.6225 0004948 193.5040 237.9184  1.00272221 20529
TV	active	Hispasat 1E	37264	1 37264U 10070A   16201.35229904 -.00000220  00000-0  00000+0 0  9998	2 37264   0.0176 143.1048 0005091 342.7747 268.5215  1.00274269 20370
TV	active	Koreasat 6	37265	1 37265U 10070B   16200.64824907 -.00000365  00000-0  00000+0 0  9994	2 37265   0.0187  74.0920 0001765  36.6719 175.4838  1.00272078 20380
TV	active	Intelsat 28 (New Dawn)	37392	1 37392U 11016A   16201.79392976 +.00000151 +00000-0 +00000-0 0  9992	2 37392 000.0136 284.5388 0000598 183.9799 148.0949 01.00273186017003
TV	active	ChinaSat 10	37677	1 37677U 11026A   16202.53892005 -.00000358  00000-0  00000+0 0  9999	2 37677   0.0113 307.5781 0003262 308.2083 347.4831  1.00270116 18686
TV	active	GSAT 12	37746	1 37746U 11034A   16202.10035367 -.00000170  00000-0  00000+0 0  9990	2 37746   0.0706 263.3039 0006539 193.8857 320.2540  1.00271184 18663
TV	active	Kazsat 2	37749	1 37749U 11035B   16202.02958985 -.00000203  00000-0  00000+0 0  9992	2 37749   0.0259 140.0130 0001140  40.8756 214.4743  1.00273114 18286
TV	active	BSat 3C	37776	1 37776U 11041B   16200.86329162 -.00000355 +00000-0 +00000-0 0  9997	2 37776 000.0134 048.3188 0000381 137.0779 172.4432 01.00271400014191
TV	active	Paksat 1R	37779	1 37779U 11042A   16201.79342096 +.00000149 +00000-0 +00000-0 0  9995	2 37779 000.0163 153.7068 0001649 333.1084 134.8014 01.00274211018184
TV	active	SES 2	37809	1 37809U 11049A   16201.31053725 -.00000200 +00000-0 +00000-0 0  9991	2 37809 000.0436 290.6170 0002539 169.8663 221.8351 01.00271752017729
TV	active	QuetzSat 1	37826	1 37826U 11054A   16201.29560443 -.00000246  00000-0  00000+0 0  9992	2 37826   0.0293 322.9254 0002854 155.6417 208.3577  1.00270704 17794
